CpGmarker,CoefficientTraining
"cg24611351",-3.35017932122914
"cg24173182",-0.0366420796448825
"cg09604333",-0.0511843414433769
"cg13617776",0.136071705264009
"cg09432590",-0.692904439711575
"cg05516505",-8.59658372011155
"cg12757684",-0.0230576607735401
"cg23606718",22.6963155892714
"cg20050761",0.00651215452792423
"cg22452230",-1.45929146237504
"cg05898618",-0.0950110351632968
"cg01620164",-0.121290572515448
"cg06758350",-0.0851472878387338
"cg23615741",-0.000829337498515144
"cg09692396",0.451797795762205
"cg02046143",-0.349864693697341
"cg08540945",15.7427566166056
"cg11714320",-0.0052180111550204
"cg22708738",-0.378948465106885
"cg21567504",-0.0200393645300467
"cg08313880",0.297128485147408
"cg03527802",-0.183424542776526
"cg23995914",-0.319195348567185
"cg04027548",-2.75677735487793
"cg07077459",-2.3100116746932
"cg03025830",0.00959408720513993
"cg07978099",0.0197058761806507
"cg24349631",0.186786793184524
"cg04218760",0.00425949865887851
"cg24788483",-3.52070023249381
"cg11051055",-0.406691863523397
"cg16419235",0.572527523816899
"cg07584066",0.677060459044544
"cg01054110",-0.162415387372445
"cg02001279",-13.564197130582
"cg00271522",0.632306299724368
"cg01055824",-0.107467375863283
"cg23510258",-0.467395002010108
"cg07248223",0.114355692007296
"cg17163168",-0.0889387355063952
"cg18468088",0.327687529248249
"cg03771840",0.00396383118999565
"cg27619353",0.335891068077102
"cg12477880",0.0508650830439341
"cg23889772",2.16317659843414
"cg14224203",-0.195404996556242
"cg04875128",0.00207520808140543
"cg23159704",-0.217290646148978
"cg02355868",-0.0829833831829554
"cg14911690",2.62872512999859
"cg23552977",0.193508157264454
"cg21186299",0.983388948672708
"cg15220605",0.143839908408571
"cg19283806",-5.49667651802717
"cg21251970",0.0743563215554095
"cg01256539",-0.0987947203857619
"cg15277914",-4.20473308580647
"cg05542681",0.182572989717669
"cg22378065",-1.0655503926078
"cg00910503",-0.0120064794638815
"cg05960039",-10.4911069254824
"cg23744638",-0.0178595279990389
"cg26685941",-0.240050062890348
"cg04861640",-0.00759950233338205
"cg06784991",23.466437684015
"cg24862131",-0.313056294921455
"cg26147845",-0.310207731560302
"cg22185977",0.0455413086846309
"cg07955995",19.053246686395
"cg13917614",-0.154259835607991
"cg14010720",0.231062841765486
"cg10804656",-0.0276391913486777
"cg27432653",-0.944676834562205
"cg11832534",0.19687468354427
"cg16867657",23.3417685376448
"cg21159778",0.386081509887003
"cg22282410",0.751992330761511
"cg14757228",-0.047493426390869
"cg14746276",-3.37112095515247
"cg01873886",0.000828522204198666
"cg24745327",-0.277528069845388
"cg09935271",0.00361234170557083
"cg11006267",0.641485816340258
"cg22352234",0.039089422022606
"cg22454769",21.0720425948426
"cg15648389",0.00191280009056057
"cg27455578",0.00430243364435001
"cg17782713",0.00891926995655881
"cg08276993",0.116611530811576
"cg04646282",0.111383114115674
"cg07536102",-0.00469452388552583
"cg00302979",-0.221231205765881
"cg03032497",45.3426537961047
"cg10658666",0.0332227918981739
"cg05546763",-11.2519562583116
"cg14098795",0.0494747983847301
"cg04621728",-3.39290547676863
"cg12939283",-0.379758312530427
"cg13824500",0.355336059340048
"cg02497428",0.0688325605263333
"cg22358580",2.43171325732808
"cg06574422",7.15219662681953
"cg00797278",-0.0202493677326185
"cg23008153",-5.80519359540942
"cg11271171",0.710201188429432
"cg15900052",-0.287542878117656
"cg12948621",0.172731726583835
"cg02272599",-0.638305557411447
"cg23510764",0.131112367748442
"cg14847502",0.0285536269314998
"cg26614073",0.408041031636385
"cg04084157",0.365791898330706
"cg01511232",0.146154406706914
"cg10495047",0.0284550898241926
"cg24550456",0.528096395195085
"cg24169822",2.3335691882711
"cg22016779",-0.26959873321951
"cg23712970",0.508174520087097
"cg03619256",-0.181335828937333
"cg13409704",-0.0134335757560802
"cg03646329",-0.173058541267992
"cg16608498",0.185819071119017
"cg01196788",0.0135388089993655
"cg17243289",0.304496728063877
"cg18343474",-0.379365696439537
"cg18310639",-16.8725862153006
"cg16584662",-0.00827879605853742
"cg03633574",-0.015107470253403
"cg19789753",-0.188821501398331
"cg24883498",0.339909821423419
"cg04836038",-0.839107965287498
"cg20761322",0.00883907242063542
"cg19596273",0.0239858166214803
"cg16618104",-0.00618926210509458
"cg12419932",3.71838324617133
"cg17254383",0.0625536393682853
"cg27447740",-0.0233351840661365
"cg00756943",0.0584950692175017
