CpGmarker,CoefficientTraining
"cg15611364",-0.26072556704183
"cg17605084",-0.40151971284596
"cg26382071",0.0417549418039799
"cg12743894",0.0870249415853127
"cg19287114",-0.134761412041705
"cg12985418",0.0167012850850678
"cg19398783",0.0710648138149393
"cg15963417",0.232661582581736
"cg27187881",-0.0143395304834357
"cg09892203",-0.93171216330043
"cg00943950",-0.00501445338808246
"cg18996776",0.490388849189844
"cg16340918",-1.69269214116893
"cg23832061",-0.523848842133504
"cg22736354",4.92221417345483
"cg04084157",1.70511853507798
"cg07265300",-0.0117392204257532
"cg02503970",-0.723543312517016
"cg11426590",-0.0649883769214735
"cg23710218",-0.63800352824311
"cg02802055",0.224860112015471
"cg13631913",0.0138222320977855
"cg06493994",10.9455173485529
"cg24304712",0.0407019228934341
"cg01131735",-0.0288886508874419
"cg24208206",0.169224900864511
"cg01930621",0.626410360413925
"cg19104072",-0.0185600265573836
"cg07850604",-1.63040429854614
"cg27493997",0.0839814572081147
"cg14281160",-0.525947316693636
"cg12247247",0.126957931860426
"cg08331960",1.63217059367536
"cg17726022",-0.00069868905553107
"cg19722847",3.85018103335824
"cg21801378",0.875596801817854
"cg03977782",-0.210206525103243
"cg03929796",-0.350608810234688
"cg01254459",0.0771913335816595
"cg09548179",-0.012786485135776
"cg09556292",-0.00809151570086763
"cg17896249",0.0511622743829721
"cg26091688",0.0156963224478768
"cg17009433",-0.285572339175832
"cg06690548",0.00134927232862581
"cg26815229",1.97961578436404
"cg15447479",-0.00498727637488228
"cg27015931",-0.266598417045821
"cg13550877",-0.092589600047097
"cg05492270",-2.19365522263072
"cg22594309",0.000776391458316035
"cg08896629",0.0283425243787161
"cg11237115",0.0719641833531382
"cg04736140",0.00592619016237629
"cg06533629",-0.174129910581495
"cg25881193",-0.220238070974827
"cg03535648",-0.0066884785599977
"cg27367952",0.310575472120515
"cg11600161",-0.000718937603690995
"cg19345165",1.41625446052088
"cg15881088",-0.00157083770174214
"cg21296230",-0.32900052282101
"cg14175438",-2.04340852739322
"cg13409216",0.122214731003877
"cg04424621",1.41986596864801
"cg01137065",-0.0115211161444627
"cg13656360",-0.00814630989573251
"cg05316065",-14.764105655431
"cg13509147",2.14687957004253
"cg13449372",-0.09059674839873
"cg10654016",-0.0663268287332607
"cg18693704",0.00984136690662196
"cg13218906",-0.312416845495574
"cg25428451",-0.41478462173298
"cg00462994",-1.03960363627543
"cg03340261",0.882788799077663
"cg00261781",0.0984250315488661
"cg13514050",-0.17371130286324
"cg20066677",-0.0529358384204995
"cg18267374",-0.288188697098081
"cg24407308",-0.304502034221696
"cg10636246",-0.000966503795384571
"cg15569512",1.36645265121629
"cg07817698",0.581270838441712
"cg16854606",1.65416005493581
"cg12265604",0.0072128684859171
"cg14689355",-0.0183684255875249
"cg01651821",-0.00933463403356677
"cg14159818",0.0238728123674281
"cg20162159",-0.00183503431966298
"cg00230271",-0.0152575972562054
"cg19008809",-5.4824631576373
"cg09809672",-1.58815466081288
"cg13994175",-0.27146622445653
"cg03172991",-18.0547711879491
"cg00194146",-0.0509443863615033
"cg10225525",-0.0216540286294196
"cg08487374",-0.00684371279212808
"cg01450842",-0.0826401267324516
"cg18117393",0.0257885096023411
"cg08067365",-0.360513829812595
"cg17038116",0.044772078872949
"cg26665419",0.000412623969959199
"cg20173259",0.0977800557045266
"cg08899632",-0.0394318195790858
"cg04528819",0.113776811595566
"cg11177450",0.745479089872579
"cg06908778",-0.408484525617404
"cg25092328",0.014522588380466
"cg10922280",-0.0343551543678282
"cg04836038",-0.697596533826948
"cg02229946",0.00160952525610408
"cg12269343",0.00386170772487972
"cg05294243",0.21666808171896
"cg01211097",-8.54977550437403
"cg08529529",-0.0318772414657149
"cg10158181",-0.0738411683352951
"cg26357744",-0.169238957131868
"cg27655905",-0.0244872555393431
"cg06189653",0.33896307882453
"cg17641104",-0.000232382254043665
"cg22495124",-0.00538276633100815
"cg17129388",-0.508580018119689
"cg19556572",12.2140125712652
"cg25136687",-0.848197021459723
"cg15344028",-0.0101046826660286
"cg05270634",-0.441669028058479
"cg26866325",0.145093752901448
"cg25256723",-13.0306410493529
"cg03112869",0.115951808991823
"cg07929310",-0.0134999365411105
"cg16085042",-0.00114246106693864
"cg05759269",1.67048139467295
"cg14754581",-0.143661371629225
"cg01221637",-0.105784496617627
"cg12261786",-4.61256788929982
"cg17133388",0.0720198773811182
"cg13120519",-0.57121651576705
"cg01441777",0.418694517488736
"cg11233384",0.00508031835158936
"cg22971191",-0.00439324160846928
"cg00845900",0.0100888783527153
"cg04007936",0.107767259604023
"cg26212924",0.0304996358432165
"cg13042288",0.132872442064086
"cg14473016",0.103167616199598
"cg02976574",0.0128376410888922
"cg05851163",-0.106394593024864
"cg17526300",-0.00349574110855569
"cg16173067",-0.6108936538659
"cg15811427",-0.215073239552977
"cg14916213",-0.200960745546699
"cg04014889",-0.00173533945283248
"cg22947000",-6.37337784392309
"cg25769980",-0.0744204593302691
"cg02228185",-0.0520962672541573
"cg03565081",0.0622581365213135
"cg15966757",0.302265518758227
"cg09480837",-0.00370603175423476
"cg13564075",-0.0127037875787437
"cg03991512",-5.7605266708216
"cg20761322",3.14900727004707
"cg23376526",-0.0161146451728655
"cg02631957",0.0528558718641477
"cg16933388",-0.119362244796933
"cg21099326",11.8776102516319
"cg26096837",0.642212238843597
"cg26394737",0.0191473695656649
"cg01519742",-0.0824170608258927
"cg02016419",1.17915392984861
"cg07654934",-0.00635494920154912
"cg24125648",0.37305131140659
"cg14747225",-0.0220226395631513
"cg18003795",-0.00806426161883573
"cg05087948",0.00782896067223515
"cg02151301",-27.4266551159522
"cg05532892",-0.071713526737797
"cg08035942",-0.0065953546529213
"cg07484827",-0.0292576498784966
"cg17749443",-1.52271339665774
"cg11631518",-0.0682261904809445
"cg22396353",-0.390260802993479
"cg14223995",-0.0157528598003798
"cg22582569",0.189641060559837
"cg08169325",1.08665627352381
"cg22512531",-1.52093598243731
"cg21207418",0.00539717994313249
"cg02154074",-0.0258254689757381
"cg17940013",0.557862687899519
"cg16648841",0.110367880930048
"cg03724882",-0.561777724582697
"cg16313343",0.00980638964447834
"cg21137706",-0.176635763319185
"cg10523019",0.032107300274819
"cg25459323",-6.98872002641879
"cg20967028",-0.0548874068289156
"cg23124451",-0.0422780676826334
"cg07494518",-0.00552444314115251
"cg26104204",0.00094164060744466
"cg12238343",0.113939155727441
"cg06327515",-0.0041198062857902
"cg22991148",-0.0133722372608279
"cg10052840",-3.62593622533385
"cg06134964",2.66374701625159
"cg01626227",-0.00917551612591358
"cg02309431",0.363433136138117
"cg22511262",0.0120715308304621
"cg11903057",0.114284874699762
"cg04718414",-0.0251325871179906
"cg26201213",-0.00338724367911138
"cg24674703",-0.377847119002092
"cg25229964",0.0831247539824628
"cg10878896",2.50346113520342
"cg04416752",-0.124223857167869
"cg21120249",-1.34026517120214
"cg19586576",0.482313418379569
"cg15551881",1.98313578237444
"cg11833861",-0.00527349723101765
"cg13700897",0.00211434167857153
"cg05473871",-10.2427298111144
"cg11487705",0.535944069895386
"cg16354207",-0.18634371057332
"cg24921089",-0.427997631550572
"cg04169469",1.04790601365283
"cg20090497",0.148400189459694
"cg20550118",0.00165890894550778
"cg04601137",-0.194875933288339
"cg17536848",-2.3004388927023
"cg22282672",0.0856864914758915
"cg14423778",10.403907616705
"cg07236943",0.0148067324967442
"cg03387497",0.0251807883170433
