CpGmarker,CoefficientTraining
cg00043095,0.0025974025974026
cg00060320,0.0025974025974026
cg00181968,0.0025974025974026
cg00329270,0.0025974025974026
cg00347369,0.0025974025974026
cg00397986,0.0025974025974026
cg00466268,0.0025974025974026
cg00665492,0.0025974025974026
cg00884606,0.0025974025974026
cg00916884,0.0025974025974026
cg00930628,0.0025974025974026
cg00962913,0.0025974025974026
cg01050423,0.0025974025974026
cg01185626,0.0025974025974026
cg01435574,0.0025974025974026
cg01537995,0.0025974025974026
cg01587896,0.0025974025974026
cg01670677,0.0025974025974026
cg01699217,0.0025974025974026
cg01783070,0.0025974025974026
cg01830294,0.0025974025974026
cg02004418,0.0025974025974026
cg02056682,0.0025974025974026
cg02071825,0.0025974025974026
cg02150988,0.0025974025974026
cg02160530,0.0025974025974026
cg02186542,0.0025974025974026
cg02266732,0.0025974025974026
cg02315940,0.0025974025974026
cg02554246,0.0025974025974026
cg02583151,0.0025974025974026
cg02590345,0.0025974025974026
cg02631468,0.0025974025974026
cg02660347,0.0025974025974026
cg02726121,0.0025974025974026
cg02796545,0.0025974025974026
cg02964724,0.0025974025974026
cg03045425,0.0025974025974026
cg03045635,0.0025974025974026
cg03111498,0.0025974025974026
cg03140968,0.0025974025974026
cg03181582,0.0025974025974026
cg03191889,0.0025974025974026
cg03310469,0.0025974025974026
cg03315215,0.0025974025974026
cg03388293,0.0025974025974026
cg03430846,0.0025974025974026
cg03450948,0.0025974025974026
cg03566719,0.0025974025974026
cg03603951,0.0025974025974026
cg03767531,0.0025974025974026
cg03790908,0.0025974025974026
cg03845289,0.0025974025974026
cg03874199,0.0025974025974026
cg04188273,0.0025974025974026
cg04210284,0.0025974025974026
cg04234680,0.0025974025974026
cg04237663,0.0025974025974026
cg04408488,0.0025974025974026
cg04431946,0.0025974025974026
cg04543008,0.0025974025974026
cg04549460,0.0025974025974026
cg04597433,0.0025974025974026
cg04633225,0.0025974025974026
cg04672706,0.0025974025974026
cg04690395,0.0025974025974026
cg04796189,0.0025974025974026
cg04808029,0.0025974025974026
cg04902729,0.0025974025974026
cg04975505,0.0025974025974026
cg04996219,0.0025974025974026
cg05030481,0.0025974025974026
cg05063138,0.0025974025974026
cg05091519,0.0025974025974026
cg05093169,0.0025974025974026
cg05099387,0.0025974025974026
cg05158197,0.0025974025974026
cg05182249,0.0025974025974026
cg05344430,0.0025974025974026
cg05362516,0.0025974025974026
cg05446424,0.0025974025974026
cg05666607,0.0025974025974026
cg05694245,0.0025974025974026
cg05791136,0.0025974025974026
cg05870072,0.0025974025974026
cg05886671,0.0025974025974026
cg05894910,0.0025974025974026
cg06191898,0.0025974025974026
cg06263193,0.0025974025974026
cg06424860,0.0025974025974026
cg06441568,0.0025974025974026
cg06469345,0.0025974025974026
cg06614469,0.0025974025974026
cg06672560,0.0025974025974026
cg06804921,0.0025974025974026
cg06987468,0.0025974025974026
